Merchant,Amount,Category,Card,Date,Note
Pharmacy,365.78,Health,Amex Gold,2020-04-09 19:14:28,
Steam,32.16,Entertainment,Chase Sapphire Preferred,2017-07-07 10:15:36,
Subway,134.59,Food & Drinks,UOB One,2011-06-28 21:51:11,Monthly subscription
Adobe,78.66,Services,Amex Gold,2010-07-28 18:45:25,
Concerts,20.50,Entertainment,DBS Live Fresh,2010-01-24 16:53:16,Dinner with friends
Zara,587.30,Shopping,Citi Rewards,2013-07-30 18:47:49,
Optics,64.81,Health,DBS Live Fresh,2012-07-04 08:48:59,
Cinema,126.96,Entertainment,UOB One,2012-10-23 20:28:25,
Uniqlo,929.01,Shopping,Amex Gold,2010-10-19 18:32:57,
Phone Carrier,53.82,Services,Citi Rewards,2011-10-24 05:58:13,Sale promo
Amazon,96.76,Shopping,Chase Sapphire Preferred,2010-09-27 19:42:27,Airport ride
Burger King,172.51,Food & Drinks,HSBC Revolution,2020-12-24 21:59:28,
KFC,111.65,Food & Drinks,Citi Rewards,2012-01-20 12:35:42,Top-up
Cinema,59.99,Entertainment,Amex Gold,2023-09-02 11:13:14,Pharmacy run
Optics,392.62,Health,Citi Rewards,2022-12-10 16:54:55,Monthly subscription
Subway,83.93,Food & Drinks,HSBC Revolution,2013-06-01 10:29:20,Hotel deposit
Pharmacy,226.21,Health,DBS Live Fresh,2023-05-27 16:31:25,
iCloud,65.54,Services,HSBC Revolution,2016-02-21 20:26:20,
Apple,369.01,Other,HSBC Revolution,2025-08-16 20:45:14,Hotel deposit
IKEA,1687.58,Shopping,DBS Live Fresh,2022-07-15 09:16:40,Lunch
Lyft,1941.82,Travel,Amex Gold,2012-03-05 10:46:16,Snacks
Expedia,1679.97,Travel,Citi Rewards,2013-05-15 12:08:14,Delivery fee
Misc Store,117.47,Other,Chase Sapphire Preferred,2017-04-23 10:03:11,
Netflix,7.12,Services,DBS Live Fresh,2023-06-11 12:11:37,
Apple,312.77,Other,DBS Live Fresh,2016-02-26 15:09:19,
Arcade,33.11,Entertainment,DBS Live Fresh,2020-05-01 15:02:05,
Concerts,80.64,Entertainment,DBS Live Fresh,2012-04-06 14:01:29,
Steam,42.03,Entertainment,Citi Rewards,2010-12-05 20:29:34,
Concerts,82.37,Entertainment,UOB One,2021-09-09 15:03:28,Pharmacy run
KFC,196.17,Food & Drinks,UOB One,2016-06-02 14:44:35,Lunch
Steam,63.93,Entertainment,HSBC Revolution,2018-10-24 11:10:56,
Local Cafe,107.29,Food & Drinks,Chase Sapphire Preferred,2015-09-16 14:21:50,
Decathlon,1587.59,Shopping,UOB One,2016-05-31 11:48:54,Airport ride
KFC,163.48,Food & Drinks,HSBC Revolution,2018-04-20 09:19:45,
Phone Carrier,48.85,Services,HSBC Revolution,2012-10-26 12:03:46,
Spotify,62.70,Services,Amex Gold,2021-07-26 09:40:16,
Utilities Co,9.32,Services,UOB One,2016-01-06 07:19:38,
Netflix,4.81,Services,DBS Live Fresh,2016-06-09 19:25:10,Membership renewal
Optics,580.51,Health,DBS Live Fresh,2014-08-17 22:38:57,
Google,374.38,Other,HSBC Revolution,2022-12-01 15:58:39,Weekend trip
Phone Carrier,26.60,Services,HSBC Revolution,2023-08-12 06:42:19,Coffee
Arcade,110.26,Entertainment,Chase Sapphire Preferred,2019-04-07 02:25:37,
KFC,118.37,Food & Drinks,UOB One,2023-09-08 07:53:50,
Utilities Co,77.59,Services,DBS Live Fresh,2014-03-20 15:39:35,
Google,372.50,Other,Amex Gold,2010-06-22 06:13:06,Sale promo
Amazon,1258.09,Shopping,Chase Sapphire Preferred,2014-02-03 14:23:09,Household items
Walmart,1277.95,Shopping,UOB One,2021-08-31 09:04:18,
Qantas,168.30,Travel,Amex Gold,2018-04-02 04:15:07,Delivery fee
Spotify,66.87,Services,Chase Sapphire Preferred,2013-02-10 15:38:01,
Amazon,1548.83,Shopping,HSBC Revolution,2018-04-08 15:25:57,
Cinema,140.73,Entertainment,Chase Sapphire Preferred,2021-09-29 07:37:40,
Cinema,77.11,Entertainment,UOB One,2015-10-31 18:56:13,
Uniqlo,1063.90,Shopping,Citi Rewards,2014-05-18 23:50:55,Snacks
Misc Store,128.48,Other,Chase Sapphire Preferred,2022-03-25 13:27:39,Top-up
Cinema,138.92,Entertainment,HSBC Revolution,2017-09-10 01:30:09,Gift
Misc Store,23.40,Other,Chase Sapphire Preferred,2014-01-15 15:46:46,Household items
Local Cafe,114.88,Food & Drinks,HSBC Revolution,2011-12-10 08:13:10,Lunch
Misc Store,348.82,Other,DBS Live Fresh,2013-08-27 08:44:04,Airport ride
Concerts,143.15,Entertainment,Amex Gold,2016-07-16 08:09:41,
Amazon,232.29,Shopping,Amex Gold,2017-06-06 12:22:46,Weekend trip
Arcade,178.44,Entertainment,Amex Gold,2018-05-29 16:06:47,
Utilities Co,9.75,Services,DBS Live Fresh,2023-08-31 12:59:29,
Steam,148.16,Entertainment,UOB One,2020-03-03 00:20:06,Weekend trip
iCloud,35.15,Services,Amex Gold,2013-12-24 17:10:10,Pharmacy run
Local Shop,323.73,Other,HSBC Revolution,2015-10-02 09:54:01,Lunch
Chipotle,18.29,Food & Drinks,Amex Gold,2018-11-18 10:04:03,
Local Shop,319.17,Other,Citi Rewards,2010-01-17 13:32:20,Pharmacy run
Utilities Co,5.92,Services,UOB One,2023-04-20 13:16:27,Snacks
Apple,263.75,Other,DBS Live Fresh,2013-11-12 23:41:28,Pharmacy run
Pharmacy,560.92,Health,Citi Rewards,2013-12-14 10:45:57,Snacks
Zara,914.58,Shopping,Amex Gold,2020-02-14 22:15:59,
Lyft,61.34,Travel,DBS Live Fresh,2024-05-28 16:58:15,Sale promo
Apple,29.97,Other,Amex Gold,2013-04-15 09:27:57,Membership renewal
Uber,1772.73,Travel,Chase Sapphire Preferred,2020-02-24 03:01:11,Membership renewal
Starbucks,135.86,Food & Drinks,Chase Sapphire Preferred,2020-11-08 16:17:54,
Pharmacy,62.34,Health,HSBC Revolution,2010-11-01 15:17:34,Top-up
AirAsia,1116.74,Travel,DBS Live Fresh,2013-04-28 15:05:10,
Dental Care,274.22,Health,Chase Sapphire Preferred,2021-03-26 14:19:40,Monthly subscription
Decathlon,1047.22,Shopping,HSBC Revolution,2019-10-29 05:07:06,
Dental Care,422.23,Health,Citi Rewards,2018-07-03 18:25:29,Monthly subscription
Shell,267.20,Travel,Citi Rewards,2019-08-09 11:01:06,Airport ride
Pharmacy,259.08,Health,UOB One,2015-08-20 06:57:30,
Netflix,70.86,Services,Amex Gold,2021-04-28 09:00:16,
McDonald's,92.07,Food & Drinks,Citi Rewards,2024-11-13 08:29:42,Household items
Arcade,124.60,Entertainment,Chase Sapphire Preferred,2016-01-05 15:41:44,Dinner with friends
Qantas,953.86,Travel,DBS Live Fresh,2014-01-04 11:32:31,Top-up
Decathlon,1754.05,Shopping,DBS Live Fresh,2013-03-27 09:46:21,
Cinema,140.91,Entertainment,Amex Gold,2014-05-04 03:52:39,Weekend trip
Adobe,16.44,Services,UOB One,2020-04-26 18:19:49,Pharmacy run
McDonald's,92.62,Food & Drinks,HSBC Revolution,2019-12-18 14:20:46,
Dental Care,428.97,Health,Amex Gold,2020-04-03 06:46:35,Top-up
Spotify,38.39,Services,Amex Gold,2015-09-04 22:55:14,
Dental Care,564.06,Health,Chase Sapphire Preferred,2020-09-24 08:54:06,Household items
Uniqlo,242.21,Shopping,Chase Sapphire Preferred,2021-10-04 19:05:23,Household items
Local Cafe,37.88,Food & Drinks,Citi Rewards,2024-11-11 11:25:10,
Qantas,372.08,Travel,UOB One,2013-09-11 08:29:02,Dinner with friends
Subway,26.09,Food & Drinks,HSBC Revolution,2025-06-11 19:19:13,Pharmacy run
Amazon,219.45,Shopping,Chase Sapphire Preferred,2015-10-11 09:36:16,Hotel deposit
Adobe,14.17,Services,Citi Rewards,2023-10-31 06:35:34,
Walmart,1538.87,Shopping,HSBC Revolution,2016-06-10 09:07:57,Gift
Uber,1957.62,Travel,Chase Sapphire Preferred,2016-12-09 09:31:41,
Local Cafe,59.79,Food & Drinks,UOB One,2019-12-25 14:32:28,Top-up
Arcade,45.24,Entertainment,Citi Rewards,2025-06-09 15:33:56,Fuel
McDonald's,15.05,Food & Drinks,Chase Sapphire Preferred,2015-05-19 18:16:23,
Cinema,46.39,Entertainment,DBS Live Fresh,2014-09-24 12:36:11,
Amazon,1916.14,Shopping,Citi Rewards,2023-10-30 19:10:16,Household items
Apple,203.75,Other,HSBC Revolution,2012-05-21 09:19:57,
Apple TV+,129.07,Entertainment,DBS Live Fresh,2024-01-19 22:10:19,Groceries
Pharmacy,382.82,Health,Citi Rewards,2010-03-24 11:47:47,
Apple,324.56,Other,UOB One,2020-02-14 15:15:47,Pharmacy run
Uber,1599.97,Travel,Amex Gold,2023-07-16 05:58:31,
Cinema,69.62,Entertainment,UOB One,2017-03-24 06:49:17,Sale promo
Uber,223.89,Travel,Chase Sapphire Preferred,2012-10-20 10:08:46,
Local Shop,5.65,Other,Chase Sapphire Preferred,2014-04-30 17:11:58,
Decathlon,1086.86,Shopping,DBS Live Fresh,2023-06-05 23:55:32,
Arcade,185.32,Entertainment,Chase Sapphire Preferred,2011-01-09 14:56:05,Pharmacy run
Uniqlo,1702.43,Shopping,Chase Sapphire Preferred,2020-07-10 11:24:39,
Apple TV+,175.39,Entertainment,DBS Live Fresh,2012-10-15 03:03:41,Monthly subscription
Chipotle,29.87,Food & Drinks,Citi Rewards,2016-09-03 01:30:14,
IKEA,1689.44,Shopping,HSBC Revolution,2025-08-10 11:45:22,
Decathlon,1853.95,Shopping,HSBC Revolution,2015-06-25 17:45:55,
iCloud,38.17,Services,HSBC Revolution,2017-06-07 09:48:57,Weekend trip
Decathlon,67.14,Shopping,Amex Gold,2015-05-08 13:36:30,
Expedia,1698.75,Travel,DBS Live Fresh,2013-07-22 11:27:01,Fuel
Misc Store,91.28,Other,DBS Live Fresh,2014-08-21 16:34:06,Dinner with friends
Clinic,42.85,Health,DBS Live Fresh,2014-01-08 10:51:27,
Clinic,219.78,Health,DBS Live Fresh,2019-05-21 15:39:40,
Adobe,68.51,Services,Chase Sapphire Preferred,2017-02-17 09:19:43,Membership renewal
Local Shop,338.88,Other,Citi Rewards,2023-07-25 08:03:05,Airport ride
Spotify,11.81,Services,HSBC Revolution,2015-04-16 18:18:58,Lunch
Clinic,213.69,Health,Citi Rewards,2014-12-29 05:22:50,
Uniqlo,753.27,Shopping,UOB One,2015-09-22 08:17:41,Top-up
Dental Care,495.54,Health,Chase Sapphire Preferred,2022-04-18 19:58:43,
Dental Care,538.67,Health,UOB One,2018-04-07 19:16:35,
Dental Care,553.09,Health,HSBC Revolution,2012-08-19 10:10:10,
Dental Care,280.20,Health,UOB One,2020-01-31 18:03:05,
Dental Care,512.74,Health,Amex Gold,2024-06-29 12:48:40,
Grab,1374.45,Travel,DBS Live Fresh,2024-06-02 23:20:56,Membership renewal
iCloud,70.00,Services,HSBC Revolution,2019-08-04 15:09:03,
Steam,56.03,Entertainment,Citi Rewards,2017-06-12 00:35:16,
Burger King,19.18,Food & Drinks,HSBC Revolution,2012-03-11 10:26:36,
iCloud,67.14,Services,Amex Gold,2019-03-31 10:45:12,
Shell,756.48,Travel,UOB One,2014-03-19 10:39:18,Pharmacy run
Target,1498.20,Shopping,UOB One,2010-05-16 09:32:22,Membership renewal
Clinic,165.44,Health,Amex Gold,2016-12-07 06:33:38,Snacks
Zara,1047.35,Shopping,Amex Gold,2021-01-26 11:22:38,
Target,1386.17,Shopping,Amex Gold,2010-09-13 10:45:39,Monthly subscription
Optics,595.51,Health,Chase Sapphire Preferred,2013-06-11 22:47:51,
Supermart,120.29,Other,Citi Rewards,2011-06-24 13:19:15,Delivery fee
Google,11.28,Other,HSBC Revolution,2020-04-16 20:05:14,Groceries
Arcade,181.98,Entertainment,HSBC Revolution,2010-07-15 14:59:26,Delivery fee
Utilities Co,36.94,Services,UOB One,2024-07-08 11:48:29,Sale promo
Subway,124.64,Food & Drinks,Citi Rewards,2010-12-28 09:57:32,Hotel deposit
Dental Care,221.35,Health,Amex Gold,2022-07-29 16:06:57,Membership renewal
Lyft,637.12,Travel,DBS Live Fresh,2013-06-30 09:03:34,
Clinic,417.78,Health,Amex Gold,2013-03-17 15:56:05,Monthly subscription
Local Cafe,65.04,Food & Drinks,DBS Live Fresh,2022-09-14 17:29:01,Dinner with friends
Local Shop,321.11,Other,Amex Gold,2017-03-10 01:28:18,
Local Cafe,150.03,Food & Drinks,Chase Sapphire Preferred,2015-01-20 10:32:30,Fuel
iCloud,78.74,Services,DBS Live Fresh,2022-07-02 22:42:08,Top-up
Amazon,1170.43,Shopping,Amex Gold,2010-11-30 12:20:52,Gift
McDonald's,9.61,Food & Drinks,HSBC Revolution,2013-11-23 17:49:23,Household items
Utilities Co,13.70,Services,Chase Sapphire Preferred,2019-04-17 08:16:33,
Qantas,1187.56,Travel,Chase Sapphire Preferred,2025-02-23 18:37:19,
Starbucks,136.70,Food & Drinks,UOB One,2015-09-06 15:04:47,
Grab,1674.06,Travel,Citi Rewards,2016-09-11 15:18:19,Hotel deposit
IKEA,21.75,Shopping,DBS Live Fresh,2014-05-22 06:23:10,Airport ride
Optics,327.62,Health,UOB One,2015-08-15 09:56:00,
Qantas,1526.56,Travel,UOB One,2020-03-11 16:48:02,Pharmacy run
Utilities Co,60.14,Services,Chase Sapphire Preferred,2020-06-25 16:14:27,Hotel deposit
Google,280.58,Other,DBS Live Fresh,2010-12-23 18:19:42,Snacks
Cinema,100.57,Entertainment,HSBC Revolution,2014-08-04 16:27:02,
Local Shop,92.52,Other,Chase Sapphire Preferred,2015-01-27 01:31:37,
Pharmacy,532.29,Health,UOB One,2015-12-16 12:53:11,Pharmacy run
Arcade,102.06,Entertainment,HSBC Revolution,2025-09-05 15:12:55,Membership renewal
Adobe,27.74,Services,DBS Live Fresh,2011-07-16 21:43:03,Membership renewal
Qantas,701.58,Travel,Chase Sapphire Preferred,2022-08-21 12:44:20,Delivery fee
Apple TV+,172.34,Entertainment,Chase Sapphire Preferred,2017-01-20 14:37:57,Groceries
Lyft,1869.10,Travel,UOB One,2014-01-24 11:26:40,Sale promo
Starbucks,84.42,Food & Drinks,HSBC Revolution,2024-09-10 20:14:13,
Spotify,11.40,Services,Amex Gold,2025-06-02 11:04:32,Membership renewal
AirAsia,1190.98,Travel,Chase Sapphire Preferred,2011-05-22 21:41:45,Top-up
Dental Care,505.31,Health,DBS Live Fresh,2021-11-26 19:37:31,
AirAsia,1509.79,Travel,DBS Live Fresh,2018-08-20 15:26:47,Delivery fee
Amazon,332.45,Shopping,Citi Rewards,2020-08-31 05:45:13,Gift
Walmart,1629.27,Shopping,Citi Rewards,2022-06-14 06:16:08,Fuel
Zara,816.68,Shopping,Citi Rewards,2025-08-06 16:00:07,Household items
Supermart,230.41,Other,Chase Sapphire Preferred,2018-07-19 19:15:29,
Cinema,74.48,Entertainment,DBS Live Fresh,2015-11-20 09:24:00,Airport ride
IKEA,832.32,Shopping,Chase Sapphire Preferred,2015-12-05 11:13:41,
Utilities Co,31.94,Services,Citi Rewards,2022-06-11 10:49:38,Monthly subscription
Misc Store,336.05,Other,Chase Sapphire Preferred,2022-01-29 03:54:47,Household items
Google,126.87,Other,Amex Gold,2018-11-29 08:28:19,
Spotify,63.71,Services,HSBC Revolution,2012-03-02 16:14:50,Delivery fee
Apple,208.37,Other,DBS Live Fresh,2022-10-22 08:15:53,
Local Shop,282.91,Other,HSBC Revolution,2019-11-30 10:42:26,
Cinema,68.96,Entertainment,DBS Live Fresh,2025-08-17 15:42:55,Fuel
Google,306.03,Other,DBS Live Fresh,2017-12-09 12:38:01,
Target,853.56,Shopping,UOB One,2016-09-09 09:41:46,
KFC,102.90,Food & Drinks,Amex Gold,2021-01-22 09:26:54,Weekend trip
Subway,40.92,Food & Drinks,Chase Sapphire Preferred,2021-08-20 13:03:45,Dinner with friends
Google,147.68,Other,UOB One,2015-11-14 15:12:42,
Arcade,142.97,Entertainment,Amex Gold,2022-08-01 10:54:44,Hotel deposit
Utilities Co,46.98,Services,Chase Sapphire Preferred,2015-10-29 04:51:53,
Amazon,811.59,Shopping,Citi Rewards,2017-09-26 14:29:50,Membership renewal
McDonald's,170.30,Food & Drinks,Citi Rewards,2020-08-04 10:34:38,Sale promo
Walmart,1202.79,Shopping,HSBC Revolution,2018-08-07 09:32:57,Lunch
Cinema,26.80,Entertainment,Citi Rewards,2019-12-28 12:31:26,Monthly subscription
Zara,178.95,Shopping,HSBC Revolution,2024-07-31 10:26:53,Weekend trip
IKEA,1893.90,Shopping,HSBC Revolution,2022-10-10 11:53:36,
Concerts,186.01,Entertainment,HSBC Revolution,2021-05-03 18:56:54,
Grab,1713.15,Travel,DBS Live Fresh,2019-11-16 17:12:42,
Dental Care,516.44,Health,HSBC Revolution,2017-10-17 12:51:26,
Google,216.74,Other,DBS Live Fresh,2017-06-07 10:21:01,
Supermart,280.49,Other,Chase Sapphire Preferred,2020-02-11 10:25:47,Household items
IKEA,1396.96,Shopping,DBS Live Fresh,2022-08-11 17:23:59,
Clinic,486.17,Health,UOB One,2025-09-18 07:49:18,Top-up
Local Shop,46.90,Other,UOB One,2023-03-09 10:14:26,Weekend trip
Phone Carrier,79.62,Services,Chase Sapphire Preferred,2017-06-16 07:42:08,Coffee
Arcade,188.14,Entertainment,DBS Live Fresh,2011-09-15 21:10:00,
Qantas,798.08,Travel,UOB One,2018-02-10 11:14:28,Lunch
Target,454.85,Shopping,UOB One,2023-03-05 09:14:57,Delivery fee
Netflix,51.61,Services,UOB One,2019-11-09 15:00:22,Hotel deposit
iCloud,47.53,Services,Amex Gold,2018-04-28 12:20:16,Top-up
Decathlon,161.03,Shopping,Amex Gold,2014-04-11 16:00:37,
Subway,179.17,Food & Drinks,UOB One,2021-02-14 13:47:15,
Misc Store,387.40,Other,DBS Live Fresh,2017-04-18 13:03:54,Household items
Google,321.32,Other,DBS Live Fresh,2017-03-09 18:26:08,Snacks
Pharmacy,29.27,Health,HSBC Revolution,2015-07-30 13:19:00,
Dental Care,82.07,Health,UOB One,2015-05-15 14:29:49,
Apple,366.96,Other,Chase Sapphire Preferred,2021-06-04 05:56:59,Household items
Qantas,522.69,Travel,Citi Rewards,2017-07-03 20:45:14,
Apple TV+,51.07,Entertainment,Citi Rewards,2016-11-02 17:14:52,
Supermart,114.14,Other,DBS Live Fresh,2013-08-02 07:33:20,
Utilities Co,42.37,Services,Chase Sapphire Preferred,2012-06-10 07:00:22,Dinner with friends
Arcade,127.16,Entertainment,Citi Rewards,2011-10-06 06:57:37,
Walmart,1206.32,Shopping,Citi Rewards,2024-08-17 17:36:18,Pharmacy run
Google,228.06,Other,Citi Rewards,2020-07-28 15:52:37,Coffee
Clinic,339.12,Health,Amex Gold,2022-01-27 12:26:29,Delivery fee
Local Shop,337.41,Other,Amex Gold,2018-11-28 14:20:57,
Google,11.59,Other,Citi Rewards,2013-08-13 14:52:30,
AirAsia,587.49,Travel,Citi Rewards,2021-11-26 15:01:33,Household items
Spotify,55.56,Services,Amex Gold,2019-09-03 15:40:39,
Optics,15.03,Health,HSBC Revolution,2016-07-19 17:15:32,Lunch
Netflix,74.74,Services,Citi Rewards,2019-07-07 06:20:07,Fuel
Local Shop,168.91,Other,DBS Live Fresh,2015-10-21 12:28:25,
Netflix,11.79,Services,DBS Live Fresh,2021-12-25 17:52:42,
Lyft,1750.40,Travel,Chase Sapphire Preferred,2011-01-03 20:33:28,Top-up
Starbucks,102.19,Food & Drinks,Citi Rewards,2022-10-20 20:15:43,
Zara,762.36,Shopping,Chase Sapphire Preferred,2018-04-26 13:07:38,
Uniqlo,949.58,Shopping,DBS Live Fresh,2025-10-20 08:20:21,
Netflix,73.95,Services,Amex Gold,2014-10-18 14:26:30,
Concerts,139.79,Entertainment,Chase Sapphire Preferred,2015-04-06 10:28:22,
KFC,62.19,Food & Drinks,HSBC Revolution,2023-09-23 10:51:52,Airport ride
Dental Care,434.98,Health,Amex Gold,2021-02-20 18:38:36,
Cinema,74.96,Entertainment,DBS Live Fresh,2011-10-10 17:06:52,Delivery fee
Spotify,43.93,Services,Amex Gold,2015-11-10 06:29:27,Delivery fee
Netflix,30.09,Services,HSBC Revolution,2021-03-31 11:55:54,
Supermart,84.90,Other,DBS Live Fresh,2022-07-05 09:04:55,
KFC,141.40,Food & Drinks,Citi Rewards,2013-01-07 17:20:32,
Google,123.18,Other,HSBC Revolution,2022-09-07 19:24:12,
Clinic,351.07,Health,DBS Live Fresh,2014-02-26 10:56:23,Hotel deposit
Netflix,7.09,Services,Citi Rewards,2024-09-10 19:21:46,Weekend trip
Arcade,40.90,Entertainment,UOB One,2019-04-03 00:40:12,
Local Cafe,175.15,Food & Drinks,HSBC Revolution,2012-06-22 12:24:07,
Apple TV+,143.91,Entertainment,Amex Gold,2021-09-15 13:40:24,
Adobe,39.03,Services,Citi Rewards,2022-04-22 18:57:13,
Google,224.82,Other,HSBC Revolution,2021-01-30 23:30:35,
Clinic,320.70,Health,UOB One,2019-09-17 23:12:58,Airport ride
Target,1903.33,Shopping,DBS Live Fresh,2011-07-15 17:45:11,
Arcade,103.55,Entertainment,Amex Gold,2021-11-11 00:48:54,Sale promo
Target,508.90,Shopping,DBS Live Fresh,2022-06-17 06:32:23,Sale promo
Starbucks,123.74,Food & Drinks,DBS Live Fresh,2015-06-01 13:33:56,
Amazon,1533.99,Shopping,Citi Rewards,2010-11-14 19:22:25,Household items
Decathlon,867.87,Shopping,Amex Gold,2013-03-31 10:19:55,
KFC,163.22,Food & Drinks,DBS Live Fresh,2019-04-20 21:23:28,Weekend trip
Expedia,1311.95,Travel,UOB One,2011-07-29 08:49:47,
Supermart,73.18,Other,UOB One,2019-03-09 11:34:20,Household items
KFC,12.96,Food & Drinks,UOB One,2021-07-27 13:55:34,Lunch
Lyft,1093.31,Travel,Citi Rewards,2013-01-05 13:50:41,
Utilities Co,17.86,Services,HSBC Revolution,2013-07-24 06:12:15,Pharmacy run
Netflix,38.06,Services,Chase Sapphire Preferred,2022-08-30 11:57:09,Lunch
IKEA,1782.19,Shopping,HSBC Revolution,2015-04-21 14:32:52,
Optics,346.87,Health,Citi Rewards,2020-09-30 06:51:15,Coffee
Pharmacy,566.24,Health,Amex Gold,2011-01-15 16:44:06,Coffee
Optics,115.56,Health,UOB One,2022-10-16 22:33:17,Hotel deposit
Starbucks,150.78,Food & Drinks,Citi Rewards,2019-01-28 15:29:39,
Optics,106.08,Health,Amex Gold,2019-10-13 10:48:53,Lunch
Grab,859.71,Travel,DBS Live Fresh,2010-08-15 11:49:26,
Cinema,173.66,Entertainment,Amex Gold,2025-02-27 00:26:37,Fuel
iCloud,53.15,Services,DBS Live Fresh,2013-05-23 13:40:39,Membership renewal
Clinic,173.70,Health,Citi Rewards,2010-05-29 11:40:31,Pharmacy run
KFC,170.13,Food & Drinks,Amex Gold,2012-07-05 20:27:22,Gift
Concerts,179.69,Entertainment,Amex Gold,2023-03-04 13:12:22,Dinner with friends
Pharmacy,55.00,Health,UOB One,2011-02-25 15:00:43,Gift
Qantas,57.72,Travel,Citi Rewards,2014-02-24 15:01:22,
Cinema,88.44,Entertainment,UOB One,2011-08-09 09:21:14,
Arcade,101.42,Entertainment,Chase Sapphire Preferred,2011-05-16 09:36:48,Dinner with friends
Cinema,113.89,Entertainment,Amex Gold,2023-08-09 19:44:10,Gift
Amazon,1020.21,Shopping,Amex Gold,2021-06-04 20:04:22,
Amazon,1177.15,Shopping,DBS Live Fresh,2021-07-27 10:07:54,Membership renewal
Uber,1944.66,Travel,Chase Sapphire Preferred,2012-09-08 11:27:10,Groceries
Dental Care,291.56,Health,Chase Sapphire Preferred,2013-11-17 22:08:17,
Uber,1775.93,Travel,Amex Gold,2015-01-10 09:15:52,
Clinic,37.04,Health,Citi Rewards,2022-11-09 08:16:38,Airport ride
Clinic,145.91,Health,DBS Live Fresh,2014-10-17 10:48:58,
Arcade,129.54,Entertainment,UOB One,2016-01-14 09:38:37,
Walmart,1128.66,Shopping,HSBC Revolution,2016-01-24 17:01:12,Lunch
AirAsia,516.77,Travel,HSBC Revolution,2011-08-20 10:26:41,Airport ride
Expedia,1035.53,Travel,Chase Sapphire Preferred,2023-10-26 02:03:48,
Steam,133.18,Entertainment,UOB One,2015-09-11 14:53:20,Airport ride
Zara,349.09,Shopping,UOB One,2011-01-04 15:30:16,Snacks
Expedia,1140.32,Travel,Amex Gold,2021-10-08 06:07:31,
Pharmacy,128.24,Health,Chase Sapphire Preferred,2014-05-11 10:33:43,
Concerts,81.04,Entertainment,DBS Live Fresh,2021-06-21 20:48:13,Dinner with friends
AirAsia,760.30,Travel,UOB One,2010-01-31 12:14:25,Groceries
Dental Care,165.36,Health,UOB One,2012-07-08 00:06:34,Delivery fee
Qantas,1007.13,Travel,Amex Gold,2012-08-13 10:54:08,
Steam,58.56,Entertainment,HSBC Revolution,2015-03-18 09:15:49,Membership renewal
Google,245.04,Other,UOB One,2022-01-20 10:28:23,Delivery fee
Phone Carrier,75.82,Services,Citi Rewards,2010-11-15 09:47:06,Membership renewal
Phone Carrier,37.33,Services,Chase Sapphire Preferred,2012-07-17 09:41:35,Hotel deposit
Zara,1773.95,Shopping,UOB One,2012-08-31 14:56:32,Coffee
Google,306.33,Other,DBS Live Fresh,2016-02-02 09:23:08,
Optics,317.93,Health,Chase Sapphire Preferred,2019-02-21 22:12:11,
Shell,1760.53,Travel,UOB One,2014-12-09 16:01:05,Snacks
Dental Care,587.18,Health,UOB One,2014-08-20 16:12:43,
Utilities Co,22.76,Services,Chase Sapphire Preferred,2020-01-05 21:02:36,
Phone Carrier,48.65,Services,Chase Sapphire Preferred,2016-03-15 18:24:55,Snacks
Spotify,31.41,Services,DBS Live Fresh,2023-04-08 20:42:12,
Starbucks,95.62,Food & Drinks,Citi Rewards,2025-06-16 19:34:57,
Uber,1042.59,Travel,Chase Sapphire Preferred,2022-09-09 02:51:07,
iCloud,50.37,Services,UOB One,2014-09-23 19:02:30,
Walmart,1796.71,Shopping,Chase Sapphire Preferred,2018-07-22 15:32:29,
Pharmacy,434.16,Health,HSBC Revolution,2025-09-15 14:06:24,Top-up
IKEA,502.02,Shopping,UOB One,2022-12-26 06:02:16,Hotel deposit
Phone Carrier,34.15,Services,HSBC Revolution,2025-07-13 07:09:24,Snacks
Arcade,166.89,Entertainment,DBS Live Fresh,2019-05-31 21:53:49,
Google,304.47,Other,UOB One,2020-08-12 15:34:32,Gift
Burger King,117.75,Food & Drinks,HSBC Revolution,2020-08-16 19:01:40,Fuel
Concerts,199.88,Entertainment,HSBC Revolution,2023-03-30 10:23:12,Coffee
Misc Store,185.01,Other,Amex Gold,2017-01-30 09:33:20,Membership renewal
Netflix,65.90,Services,UOB One,2017-05-28 17:53:16,Fuel
Local Cafe,3.45,Food & Drinks,Citi Rewards,2011-01-03 17:17:02,
KFC,32.35,Food & Drinks,Chase Sapphire Preferred,2023-03-04 19:07:03,
Chipotle,90.57,Food & Drinks,Chase Sapphire Preferred,2020-05-01 12:37:26,Gift
Target,1011.57,Shopping,DBS Live Fresh,2025-04-14 10:50:19,Household items
Concerts,198.99,Entertainment,Citi Rewards,2022-02-06 12:52:47,
Dental Care,480.21,Health,Chase Sapphire Preferred,2020-12-03 20:30:44,Delivery fee
Adobe,79.35,Services,Citi Rewards,2017-07-30 17:23:32,
Phone Carrier,78.29,Services,HSBC Revolution,2021-05-07 21:15:42,Monthly subscription
Misc Store,389.70,Other,Amex Gold,2022-09-03 16:22:41,
Local Shop,323.60,Other,HSBC Revolution,2017-10-26 07:20:12,
Apple,119.34,Other,UOB One,2013-10-26 16:16:03,
Uniqlo,1908.64,Shopping,UOB One,2011-01-01 04:07:12,
